Track,AlbumName,Artist,ReleaseDate,ISRC,AllTimeRank,TrackScore,SpotifyStreams,SpotifyPlaylistCount,SpotifyPlaylistReach,SpotifyPopularity,YouTubeViews,YouTubeLikes,TikTokPosts,TikTokLikes,TikTokViews
Can't Feel My Face,Your Songs 2015,The Weeknd,3/2/2015,USUG11500741,851,52.6,"1,747,534,539","212,829","101,243,254",76,"1,689,190,795","8,927,108","552,005","26,588,465","264,572,676"
Quï¿½ï¿½ Onda Per,Quï¿½ï¿½ Onda Per,Grupo Firme,3/30/2023,QZDQH2362804,852,52.6,"213,405,904","17,694","13,723,182",70,"401,470,868","961,314",,,
Sexy And I Know It,Sorry For Party Rocking (Japan Version),LMFAO,1/1/2011,USUM71108090,853,52.6,"436,722,440","107,912","33,797,077",62,"1,193,724,016","7,130,332","652,850","62,596,716","927,660,445"
WHATS POPPIN,WHATS POPPIN,Jack Harlow,1/21/2020,USAT22000162,854,52.6,"819,779,577","161,131","28,874,159",70,"709,454,117","7,190,778","748,490","210,602,527","2,078,817,404"
POR EL CONTRARIO,ESQUINAS,Becky G,9/28/2023,USRC12302408,857,52.5,"131,938,548","5,913","9,167,049",75,"118,669,957","649,548","836,833","46,373,944","589,093,596"
Danza Kuduro - Cover,DON'T STOP WORKOUT -DJMIX-,DJ MIX NON-STOP CHANNEL,12/21/2023,TCJPY2352543,859,52.4,"1,648,192,461",15,52,,,,,,
Rara Vez,Rara Vez,Taiu,2/8/2023,ARUM72300004,860,52.4,"544,165,928","58,646","20,499,657",77,"200,445,038","1,806,923","302,386","150,768,049","1,522,432,243"
That That (prod. & feat. SUGA of BTS),PSY 9th,PSY,4/29/2022,QZEKE2084402,858,52.4,"269,491,606","26,075","16,176,936",66,"746,615,342","15,669,340","304,900","324,925,866","2,432,918,911"
Espresso,Espresso,Sabrina Carpenter,4/11/2024,USUM72404979,861,52.4,"536,986,458",637,"1,907,453",,,,,,
Whoï¿½ï¿½ï¿½s Afraid of Little O,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401037,862,52.3,"166,168,092","5,004","25,607,992",78,"16,423,009","244,859",,"815,500","7,202,700"
THE LONELIEST,THE LONELIEST,Mï¿½ï¿½ne,10/7/2022,ITB002200745,865,52.2,"330,593,989","54,823","16,021,571",67,"175,561,257","2,216,240","296,115","22,320,319","270,169,817"
Yeah Glo!,Yeah Glo! (Alternate Versions),GloRilla,2/8/2024,USUM72400409,864,52.2,"89,513,100","8,049","60,410,593",75,"38,613,955","433,335",,"14,000","52,800"
Nunca Es Suficiente,Nunca Es Suficiente,Los ï¿½ï¿½ngeles Az,4/20/2018,MX1721600892,863,52.2,"478,494,818","53,736","20,478,756",67,"2,148,970,473","6,055,824","43,294","16,884,958","145,723,405"
MANIKIN (feat. Wifisfuneral),ItWasntEnough - EP,XXXTENTACION,9/8/2023,USQX92304814,868,52.1,"4,306,793","4,668","412,676",,,,,,
Copines,Copines,Aya Nakamura,8/24/2018,FRZ041800793,867,52.1,"381,322,519","70,125","7,759,068",67,"793,025,740","7,300,331","9,295,551","769,130,337","8,503,116,899"
Thank God,Different Man,Kane Brown,9/9/2022,USRN12200041,866,52.1,"157,341,967","20,612","11,359,519",67,"98,239,826","752,054","213,898","11,321,551","123,462,516"
TQM,TQM - Single,Fuerza Regida,5/19/2023,QZ9QQ2300371,869,51.8,"497,682,165","40,368","24,948,673",70,"143,949,357","729,741","236,300","73,808,507","824,220,151"
Lily,Different World,Alan Walker,12/14/2018,NOG841813040,870,51.8,"403,860,053","45,516","8,731,552",66,"1,057,546,150","7,402,999","7,210,674","89,296,676","1,297,576,376"
Massive,"Honestly, Nevermind",Drake,6/17/2022,USUG12204890,873,51.7,"253,114,498","111,173","20,965,015",65,"42,397,563","402,014","188,128","77,604,432","887,138,394"
a lot,i am > i was,21 Savage,12/21/2018,QZ45A1700126,872,51.7,"949,835,159","219,301","32,815,164",73,"905,118,647","6,526,285","55,114","16,502,363","131,214,658"
Adicto (with Anuel AA & Ozuna),Adicto (with Anuel AA & Ozuna),Tainy,8/22/2019,USUM71912751,871,51.7,"711,861,577","84,611","28,656,289",69,"1,359,220,447","4,586,141","611,826","17,295,595","185,706,534"
Tek Baï¿½ï¿½,Tek Baï¿½ï¿½ï¿½ï¿½ma ,Semicenk,5/3/2024,FRX452438249,875,51.6,"21,803,486","1,250","4,918,007",72,"39,172,911","208,885",,,
BAND4BAND,BAND4BAND (Official Video),Central Cee,6/6/2024,USSM22401074,874,51.6,"86,144,467",1,24,,,,,,
Look What You Made Me Do,Look What You Made Me Do,Taylor Swift,8/24/2017,USCJY1750000,876,51.6,"1,152,346,128","93,178","62,880,711",75,"1,922,214,505","18,201,048","178,524","67,907,529","563,244,716"
WOKE UP,WOKE UP,XG,5/21/2024,JPB602401462,877,51.5,"16,684,393","1,247","25,606,219",74,"19,177,238","873,736","23,413",,
Toki,Toki,Casper Magico,5/2/2024,QM4TX2443609,878,51.5,"13,741,023","2,062","5,740,990",72,"39,658,915","635,184",,,
Young Dumb & Broke,The RCA-List (Vol. 5),Khalid,1/1/2017,USRC11700144,881,51.4,"1,527,159,800","187,813","83,108,168",76,"1,270,330,281","8,766,754","194,595","27,581,217","216,666,194"
El Beneficio De La Duda,El Beneficio De La Duda,Grupo Firme,5/28/2024,USA2P2433586,880,51.4,"15,557,247",446,"37,375,496",73,"16,286,691","216,933",,,
ALV,"Sentimiento, Elegancia y Mï¿½ï¿½s Ma",Arcï¿½ï¿½,11/17/2023,QMFMF2330232,882,51.4,"118,490,212","10,053","10,075,643",72,"158,132,299","835,029",,,
In A Minute,In A Minute,Lil Baby,4/7/2022,USUG12200033,879,51.4,"171,118,535","81,407","13,177,118",57,"238,335,324","1,764,954","75,540","21,092,926","191,118,526"
Save Your Tears (with Ariana Grande) (Remix),After Hours (Deluxe),The Weeknd,3/20/2020,USUG12101839,884,51.4,"1,549,317,525","178,149","71,174,158",73,"385,884,628","4,302,435","89,958","59,135,602","426,511,103"
No Se Vale,un,Camilo,2/7/2024,USSD12400019,883,51.4,"19,388,370","1,341","7,152,408",,"19,658,783","136,351","871,174","22,013,623","441,343,495"
Jerusalema (feat. Nomcebo Zikode),Jerusalem,Master KG,11/29/2019,ZA82Y1900130,885,51.3,"406,132,477","110,858","13,496,585",66,"925,222,640","7,714,435","790,561","54,406,926","849,243,924"
DENTRO DA HILUX,DENTRO DA HILUX - Single,Luan Pereira,8/24/2023,BCX5C2300025,888,51.2,"178,699,480","14,552","18,055,636",24,"261,753,577","1,458,487",,"339,300","2,800,000"
Funk do Patinho,Funk do Patinho,Bento e Totï¿,1/22/2022,BX7CP2200001,887,51.2,"16,197,748","1,827","221,916",55,"967,275,295","1,562,052","31,500","2,460,399","40,465,134"
El Amor de Mi Vida,El Amor de Mi Vida,Los ï¿½ï¿½ngeles Az,8/17/2023,MX1722301696,886,51.2,"130,709,283","12,585","10,844,674",64,"248,099,324","859,237",682,"462,948","3,169,042"
Blueberry Faygo,Certified Hitmaker,Lil Mosey,11/8/2019,USUM72001714,889,51.2,"1,295,251,940","197,036","39,104,125",67,"380,793,694","4,733,751","1,099,556","147,484,414","1,065,757,953"
Jiggle Jiggle,Jiggle Jiggle,Duke & Jones,5/13/2022,GBARL2201151,891,51.2,"121,214,716","37,436","6,111,674",56,"12,801,028","183,570","4,762,920","1,378,075,519","14,693,507,776"
En la Intimidad,En la Intimidad,Big One,2/1/2023,ARP7V2200017,890,51.2,"210,712,407","24,033","7,343,818",65,"379,884,934","1,091,380","575,300","54,956,649","793,158,034"
Counting Stars,Native (Standard),OneRepublic,1/1/2013,USUM71301306,892,51.1,"2,466,006,842","343,135","114,346,295",81,"304,524,339","2,956,756","382,991","125,290,160","1,245,061,983"
Essence (feat. Tems),Essence (feat. Tems),Wizkid,10/28/2020,USRC12003059,893,51,"242,254,880","85,783","13,563,028",66,"418,190,794","2,892,075","280,027","66,345,848","617,402,549"
Get Into It (Yuh),Planet Her,Doja Cat,6/25/2021,USRC12101535,895,51,"603,196,133","97,704","24,305,145",68,"265,715,680","3,742,969","1,300,477","823,930,204","7,709,942,104"
RAVE,RAVE,Dxrk ï¿½ï¿½ï¿½,3/18/2022,QM4TX2201027,894,51,"415,552,038","104,372","42,500,205",71,"281,772,953","4,299,740","814,700","474,655,469","5,435,575,162"
No Me Conoce,No Me Conoce,Jhay Cortez,2/22/2019,USUM71900979,896,51,"49,585,127","9,710","1,428,548",47,"2,272,109,362","6,577,485","12,412","1,911,710","20,432,637"
offline,att.,Young Miko,4/5/2024,QZXD92300025,900,50.9,"109,149,345","8,869","89,312,461",82,"21,230,788","190,160",,,
TOPIA TWINS,UTOPIA,Travis Scott,7/28/2023,USSM12305013,898,50.9,"196,369,387","70,723","12,274,321",74,"26,280,803","447,983","47,600","23,423,522","141,407,787"
Janze,Janze,Xamdam Sobirov,7/31/2023,RUA1D2384226,899,50.9,"344,691",77,"5,871",30,"334,194,426","866,855","154,161","4,397,504","144,597,808"
"O Saki Saki (From ""Batla House"")","O Saki Saki (From ""Batla House"")",Neha Kakkar,7/15/2019,INS181904064,897,50.9,"144,985,656","15,143","5,892,217",57,"1,662,729,195","8,178,016","3,112,998","41,878,672","462,897,728"
Always Remember Us This Way,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,USUM71813195,901,50.9,"1,269,760,706","137,601","32,384,233",76,"824,308,720","4,676,578","1,213,771","33,512,447","573,562,180"
Monotonï¿½,Monotonï¿½,Shakira,10/19/2022,USQX92204791,903,50.8,"498,744,348","50,326","35,586,221",67,"306,510,173","4,113,572",,"1,230","38,341"
Aku Sayang Tapi Kau Tak Paham,Aku Sayang Tapi Kau Tak Paham,DJ Boneng,11/15/2023,GXBAV2345718,902,50.8,"716,453",22,"36,989",1,"12,045",174,"1,800,000","2,635,212","100,001,777"
Thought You Should Know,Thought You Should Know,Morgan Wallen,5/6/2022,USUG12202977,906,50.7,"340,227,841","40,523","6,267,614",73,"137,384,524","667,467","16,626","4,371,872","28,018,314"
CAIRO,CAIRO,KAROL G,11/13/2022,USUM72220925,904,50.7,"443,093,379","35,995","21,160,001",72,"273,852,759","1,690,512","625,126","42,735,677","600,184,949"
Cupido,Cupido,TINI,2/14/2023,USHR12245118,905,50.7,"358,240,136","35,751","23,674,275",70,"216,226,939","844,073","827,378","189,261,300","2,253,379,250"
Raja Ji Ke Dilwa,Raja Ji Ke Dilwa,Pawan Singh,12/19/2023,INM1Q2326022,909,50.6,"4,283",1,3,,"224,819,919","1,249,285",,,
Out thï¿½ï¿½,Lyfï¿,Yeat,9/9/2022,USUM72217063,907,50.6,"338,097,605","85,480","16,509,403",73,"54,214,841","680,291","47,215","15,066,093","117,839,587"
Winning Speech,Winning Speech,Karan Aujla,5/16/2024,AUBEC2438671,910,50.6,"17,917,738",938,"5,754,144",73,"28,606,016","488,260",,,
Home,Home - Single,Good Neighbours,1/17/2024,GBUM72400322,911,50.6,"205,068,203","19,044","62,137,392",,"8,916,657","104,172",,"1,489,700","24,837,700"
Sobrio,Sobrio,Maluma,7/8/2021,USSD12100322,908,50.6,"600,199,930","66,655","24,281,295",64,"743,954,914","2,817,472","189,200","19,480,120","254,681,143"
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,6/2/2023,USUM72308540,913,50.5,"247,682,011","67,166","13,150,883",72,"81,060,467","925,753","13,500","6,210,382","38,882,669"
Praise The Lord (Da Shine) (feat. Skepta),TESTING,A$AP Rocky,5/25/2018,USRC11800930,916,50.5,"1,244,981,489","295,646","48,300,175",78,"847,656,575","6,337,444","106,923","60,624,218","650,317,525"
Se Acabï¿½ï¿½ la Cuaren,Viva el Perreo,Jowell & Randy,8/6/2020,QM6P42086452,915,50.5,"73,468,394","23,284","4,240,574",51,"73,136,867","889,596","10,152,900","212,959,708","2,985,601,079"
Look Back At It,Look Back At It,A Boogie Wit da Hoodie,12/7/2018,USAT21812667,912,50.5,"769,061,748","136,145","21,910,460",73,"233,288,549","2,397,744","202,814","33,604,598","250,645,860"
End of Beginning,DECIDE,Djo,9/16/2022,GBKPL2205058,918,50.5,"710,784,872","64,517","191,969,474",90,"44,322,144","594,352","129,300","118,218,973","1,027,806,256"
K-POP,K-POP (Chopped & Screwed),Travis Scott,7/18/2023,USSM12305652,917,50.5,"285,481,590","62,715","24,530,922",68,"40,688,228","817,018","4,427","3,170,160","129,035,232"
favorite,favorite - EP,Isabel LaRosa,3/29/2024,USRC12400507,919,50.5,"123,802,404","7,364","40,769,771",82,"21,277,734","440,764",,"2,357,131","20,879,200"
You & Me,JENNIE Special Single [You & Me],JENNIE,10/6/2023,KRA402300041,914,50.5,"183,134,509","12,210","12,194,109",,"164,326,447","3,483,743","319,200","56,468,580","518,880,479"
Tattoo,Tattoo,Rauw Alejandro,2/13/2020,QZHN21900087,922,50.4,"341,742,937","53,836","9,757,013",58,"1,281,379,386","7,138,308","2,132,748","73,202,309","650,666,266"
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),So Fresh The Hits of Summer 2011 + The Best Of 2010,Shakira,1/1/2010,USSM11001353,921,50.4,"829,352,129","159,324","36,048,887",61,"4,062,829,308","23,606,907","2,250,587","417,038,157","5,938,511,405"
LA RANGER (feat. Myke Towers),The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,3/28/2024,USWL12400690,920,50.4,"79,786,203","8,939","75,931,694",76,"32,616,728","216,834",,,
no tears left to cry,No Tears Left To Cry,Ariana Grande,4/20/2018,USUM71805289,923,50.2,"1,331,371,819","100,503","36,840,744",71,"1,426,855,223","11,706,422","698,131","30,791,124","219,920,452"
I Fck Up,I Fck Up - Single,Prince Ayaya,10/28/2023,QZTBB2395775,924,50.1,,44,223,,"92,839","1,676","1,900,000","35,297,892","454,838,946"
Upside Down,Upside Down,JVKE,8/18/2020,QM24S2008283,925,50.1,"121,391,098","28,044","6,194,695",54,"19,099,476","465,493","10,318,700","164,374,946","1,710,758,827"
Crawling,Papercuts,Linkin Park,4/12/2024,USWB11201319,927,50.1,"570,290,910",174,"525,584",,,,,,
Nosso Quadro,AgroPlay Verï¿½ï¿½o V,AgroPlay,2/2/2023,BCA6L2300010,926,50.1,"423,018,422","23,872","16,779,061",63,"361,813,279","1,727,192","288,613","21,077,364","277,692,228"
APAGA EL CEL,APAGA EL CEL - Single,FloyyMenor,5/17/2024,QZMWW2484259,929,50,"33,245,898","2,343","69,471,936",78,"15,755,338","203,277",,,
Genda Phool (feat. Payal Dev),Genda Phool (feat. Payal Dev),Badshah,3/26/2020,INS172000876,930,50,"86,295,058","7,591","3,058,131",55,"1,022,945,729","6,994,273","5,444,473","128,000,154","1,953,198,700"
Pure Cocaine,Street Gossip,Lil Baby,11/30/2018,USUG11802285,928,50,"652,559,944","170,734","17,463,888",74,"317,320,682","2,195,610","13,434","7,576,223","62,837,382"
Espresso,Espresso,Sabrina Carpenter,4/12/2024,USUV72401318,933,49.9,"536,986,458",1,2,,,,,,
Pretty Little Poison,Pretty Little Poison - Single,Warren Zeiders,3/17/2023,USWB12300190,932,49.9,"142,512,477","23,828","9,380,794",72,"56,277,759","436,896","100,195","10,946,988","109,014,578"
Corazï¿½ï¿½n Roto - R,Corazï¿½ï¿½n Roto (Re,Brray,4/7/2023,USUM72305202,931,49.9,"203,212,015","36,459","13,719,365",67,"178,302,256","677,453","827,700","24,190,123","359,964,365"
Summer,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Calvin Harris,1/1/2014,GBARL1400296,935,49.8,"1,497,564,072","255,037","105,180,321",81,"1,989,930,606","8,740,440","1,293,032","116,032,171","1,214,191,679"
Murder On My Mind,Murder On My Mind,YNW Melly,6/1/2018,QMCE31801827,934,49.8,"1,055,558,326","208,777","21,077,896",72,"952,644,680","8,820,105","251,510","44,341,738","350,694,950"
You Are The Reason,You Are The Reason,Calum Scott,11/17/2017,USUM71710315,937,49.8,"1,042,531,612","119,883","31,204,776",73,"1,425,188,874","10,037,251","1,513,635","180,692,022","1,930,209,423"
Bad Liar,Bad Liar,Imagine Dragons,11/6/2018,USUM71816161,938,49.8,"1,056,929,910","134,812","31,112,950",74,"908,433,462","8,291,217","1,429,594","181,729,752","2,058,078,137"
Wild Ones (feat. Jelly Roll),Wild Ones (feat. Jelly Roll),Jessie Murph,10/6/2023,USQX92304180,936,49.8,"165,347,464","21,942","13,799,115",,"43,792,907","313,018","15,847","603,997","7,395,640"
ROXANNE,ROXANNE,Arizona Zervas,10/10/2019,USSM11914320,939,49.7,"1,474,968,552","170,595","31,145,335",68,"473,697,535","5,439,167","1,513,097","565,840,941","4,972,391,653"
Softly,Making Memories,Karan Aujla,8/18/2023,CAW112300244,941,49.6,"150,073,848","12,340","8,409,772",71,"232,389,376","1,637,844","70,200","8,387,797","169,068,391"
Tacones Rojos,Tacones Rojos,Sebastian Yatra,10/22/2021,USUM72119612,940,49.6,"641,756,842","80,542","23,090,494",68,"558,812,868","2,887,216","328,394","77,295,943","855,230,861"
Ride the Vibe,Ride the Vibe,NEXZ,5/20/2024,US5TA2400118,942,49.6,"899,456",147,"2,784,044",46,"31,419,384","139,393",,,
family ties,family ties - Single,Baby Keem,8/27/2021,USSM12105949,945,49.5,"786,298,066","204,148","57,623,622",77,"63,403,993","557,514","55,168","80,647,899","532,021,210"
"Perdonarte, ï¿½ï¿½Para Q","Perdonarte, ï¿½ï¿½Para Q",Los ï¿½ï¿½ngeles Az,5/23/2024,MX1722401778,943,49.5,"19,514,243","1,329","42,180,412",75,"17,545,232","195,611",,,
Whatever It Takes,Whatever It Takes,Imagine Dragons,5/9/2017,USUM71703515,944,49.5,"1,257,258,072","156,442","33,271,283",76,"1,192,880,501","7,815,307","202,700","27,054,065","340,416,328"
POP!,IM NAYEON,NAYEON,6/24/2022,US5TA2200041,946,49.4,"296,828,933","25,748","12,535,016",69,"407,776,018","8,669,558","1,937,239","548,973,446","5,178,604,164"
Into the Unknown,New Horizons,ALPHA 9,1/13/2023,GBEWA2206731,948,49.4,"78,985",67,"5,674",9,"621,561,070","3,598,710",,,
Lonely At The Top,Work Of Art,Asake,6/15/2023,USUYG1490059,947,49.4,"84,655,991","13,107","7,678,884",69,"75,076,449","510,479","1,513,241","16,795,588","382,487,197"
ecstacy (slowed),ecstacy (slowed),SUICIDAL-IDOL,6/6/2023,QZK6F2330686,949,49.3,"242,661,037","43,999","9,893,510",74,"51,722,759","783,780","499,500","69,556,599","646,143,014"
Si Se Da,Si Se Da,Myke Towers,2/26/2019,QM4TX1920224,952,49.3,"317,223,968","47,247","7,578,697",54,"1,867,482,161","5,147,665","15,153","1,209,967","14,034,398"
Holy (feat. Chance The Rapper),Holy,Justin Bieber,9/18/2020,USUM72017013,950,49.3,"787,546,548","110,389","44,478,175",63,"396,861,382","6,241,346","193,594","69,149,295","561,056,269"
No Role Modelz,2014 Forest Hills Drive,J. Cole,12/9/2014,USQX91402598,955,49.3,"2,235,160,830","403,355","73,668,045",81,"656,310,159","4,852,226","744,556","138,864,977","885,273,359"
Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),Clean Bandit,3/16/2017,GBAHS1700199,954,49.3,"1,456,894,713","141,677","49,274,720",71,"1,523,128,022","9,966,382","707,674","33,256,295","386,013,926"
Rain On Me (with Ariana Grande),Rain On Me (with Ariana Grande),Lady Gaga,5/22/2020,USUM72004304,951,49.3,"1,060,378,159","104,647","55,948,663",68,"514,581,598","6,465,409","442,243","80,912,710","538,854,965"
"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)","Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",Chase & Status,7/27/2023,GBUM72306881,953,49.3,"118,804,209","57,036","35,240,391",71,"16,072,797","207,183",,,
10:35,10:35,Tiï¿½ï¿,11/3/2022,CYA112001130,958,49.2,"539,802,784","82,093","99,413,749",74,"94,379,586","652,780","11,473","5,762,615","119,710,596"
One Right Now (with The Weeknd),One Right Now,Post Malone,11/5/2021,USUM72120404,963,49.2,"631,789,333","99,512","27,179,361",65,"182,180,447","1,908,939","30,141","12,902,227","181,078,488"
A Thousand Years,A Thousand Years,Christina Perri,10/18/2011,USAT21102141,964,49.2,"1,654,956,613","177,834","80,060,384",77,"2,989,286,684","19,870,174","4,479,720","848,530,861","8,594,414,469"
Secreto,Secreto,Anuel AA,1/15/2019,USXDR1900020,957,49.2,"759,388,276","68,502","18,835,572",65,"1,595,484,197","8,161,642","609,042","40,357,374","543,804,719"
Toda Remix - Remix,Toda (Remix),Alex Rose,6/1/2018,QM4TX1838235,959,49.2,"482,021,697","68,578","13,363,939",66,"1,965,829,285","5,786,525","696,400","34,322,459","289,741,256"
I Hate U,I Hate U - Single,SZA,12/3/2021,USRC12103605,956,49.2,"456,871,037","71,261","34,724,014",66,"142,820,854","1,393,679","877,769","211,488,170","1,676,387,442"
Better Now,beerbongs & bentleys,Post Malone,4/27/2018,USUM71805170,962,49.2,"1,953,403,531","239,092","47,844,195",74,"48,443,287","734,538","104,133","9,802,093","97,061,584"
Call Me Maybe,Kiss,Carly Rae Jepsen,1/1/2012,CAB391100615,960,49.2,"1,394,048,309","211,162","114,187,117",77,"2,007,334,200","12,223,928","418,014","40,431,475","367,016,981"
Pobre Corazï¿½,Pobre Corazï¿½ï¿½n (En Vivo) [feat. Onda Sabanera] - Si,Ke Personajes,3/2/2023,QZN882353309,965,49.2,"187,127,704","18,938","5,235,073",65,"425,484,500","857,540","8,176","2,607,049","30,085,568"
Piece Of Your Heart,Piece Of Your Heart,MEDUZA,2/1/2019,DEUM71807719,966,49.2,"995,452,298","188,608","44,047,615",65,"464,369,299","4,586,152","742,947","75,493,341","1,282,810,923"
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Tere Vaaste (From ""Zara Hatke Zara Bachke"")",Varun Jain,5/22/2023,INH102307782,961,49.2,"203,379,355","14,067","8,370,027",63,"361,600,873","2,581,315",,,
Mi Kryptonita,Talento De Vida,Doble ONE Flow Letal,10/11/2023,QZTB72322595,967,49.1,"140,356,426","9,363","5,604,254",,"87,822,276","963,707","849,600","119,963,984","1,057,039,331"
Ram Pam Pam,Ram Pam Pam,NATTI NATASHA,4/20/2021,USB272100106,968,49.1,"257,167,813","38,896","13,810,240",55,"794,011,391","4,280,865","1,887,815","202,617,114","2,167,134,347"
"Milo J: Bzrp Music Sessions, Vol. 57",en dormir sin Madrid,Bizarrap,10/3/2023,UYB282301041,970,49,"181,516,735","25,092","10,823,656",,"155,509,942","2,922,165",,,
Stuck In The Middle,BABYMONSTER Pre-Release Single [Stuck In The Middle],BABYMONSTER,2/1/2024,KRA402400004,972,49,"21,167,612","1,285","2,035,557",,"147,951,356","1,755,973","16,500","8,382,900","70,103,300"
No Se Va,No Se Va (En Vivo) - EP,Grupo Frontera,4/28/2022,QZHN72212529,973,49,"582,023,797","48,881","17,367,502",70,"293,059,162","1,383,526","1,100,596","64,787,440","805,988,782"
Aesthetic,Aesthetic,Xilo,2/14/2020,QZFZ22071847,969,49,"27,312,761","9,048","2,060,708",38,"3,538,161","118,805","12,562,825","754,488,882","5,979,843,010"
get him back!,GUTS,Olivia Rodrigo,9/8/2023,USUG12304099,971,49,"287,724,574","25,460","15,517,447",,"54,771,296","818,500","485,830","47,532,963","469,327,093"
LA PEOPLE II,LA PEOPLE II,Peso Pluma,3/21/2024,QM4TX2458976,978,48.9,"123,243,341","5,069","34,480,158",79,"53,762,979","472,820",,"171,600","3,100,000"
"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Back To Black: Songs From The Original Motion Picture,Amy Winehouse,4/12/2024,GBCAD2000628,974,48.9,"562,814,594",17,"25,810",,,,,,
The Tortured Poets Department,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401029,975,48.9,"150,693,008","3,273","15,710,281",,"15,389,385","261,652",,"4,822","39,100"
Your Love (9PM),Your Love (9PM),ATB,1/15/2021,DECE72003523,976,48.9,"721,002,104","146,298","62,920,572",71,"118,729,044","952,700","25,400","5,772,644","81,735,548"
One Side,One Side,Iyanya,9/15/2022,ZA41S2225757,977,48.9,"23,823,099","10,859","859,682",53,"75,987,807","365,743","4,024,066","59,428,340","1,004,679,876"
HEAT STICK,HEAT STICK,Shoreline Mafia,5/10/2024,USAT22402903,979,48.8,"20,538,101","3,675","33,607,850",74,"3,575,151","101,311",,"20,600","108,700"
Photograph,x (Wembley Edition),Ed Sheeran,1/1/2013,GBAHS1400094,980,48.8,"2,525,355,904","208,671","121,163,411",77,"1,884,843,329","9,916,244","1,459,274","502,385,405","4,406,781,129"
Virginia Beach,For All The Dogs,Drake,10/6/2023,USUG12306066,981,48.8,"165,204,421","38,562","6,636,362",,"16,599,214","126,612",,,
Great Gatsby,Nostalgia,Rod Wave,9/15/2023,USQX92305201,982,48.7,"66,813,186","11,024","4,487,030",,"75,881,981","409,473","4,842","4,543,062","34,091,093"
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofï¿½ï¿½a R,2/16/2018,USWL11700238,983,48.7,"667,508,675","78,737","29,292,148",61,"1,001,147,152","7,847,053","7,162,351","628,778,954","8,778,203,835"
Ateï¿½ï¿½e Dï¿½ï,Ateï¿½ï¿½e Dï¿½ï,Mert Demir,9/22/2023,USA2P2346453,984,48.7,"98,395,711","14,727","3,591,657",,"198,114,786","880,794",,"3,300,292","84,398,578"
Until I Found You (with Em Beihold) - Em Beihold Version,Until I Found You (Em Beihold Version),Stephen Sanchez,4/22/2022,USUG12202266,986,48.6,"1,020,452,066","108,274","75,934,462",79,"114,404,861","1,372,385","228,100","129,184,868","1,013,000,586"
Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,3/5/2021,USUG12101042,985,48.6,"793,287,638","225,513","37,094,631",71,"104,966,782","872,923","36,542","45,722,496","319,496,635"
Jiwa Yang Bersedih,Jiwa Yang Bersedih - Single,Ghea Indrawari,5/18/2023,FRX452328816,987,48.4,"229,120,157","11,931","7,972,917",69,"136,914,720","1,023,397","1,589,944","378,055,132","5,604,886,674"
Coco Chanel,3MEN2 KBRN,Eladio Carrion,3/17/2023,QM4TX2344391,988,48.4,"459,282,058","67,717","32,043,186",72,"100,210,832","673,502","49,000","17,997,404","147,682,062"
Calm Down Baby,Calm Down Baby - Single,DJ Laxman,1/12/2024,FR10S2458617,989,48.4,"1,389,772,733",1,1,,,,,,
At My Worst,The Prelude,Pink Sweat$,7/17/2020,USAT22003823,991,48.3,"670,245,273","83,819","24,550,707",64,"537,033,479","4,862,491","3,893,052","155,783,189","1,736,930,175"
TOO MUCH,TOO MUCH,The Kid LAROI,10/19/2023,USSM12307154,990,48.3,"137,894,955","20,037","20,683,852",,"45,533,851","1,730,466","4,402","2,179,277","13,108,162"
Go Down Deh (feat. Shaggy and Sean Paul),Go Down Deh (feat. Shaggy and Sean Paul),Spice,4/30/2021,USVPR2100046,993,48.2,"218,431,985","56,998","7,122,424",61,"336,505,073","3,901,948","3,595,260","338,445,934","4,731,467,896"
Cake By The Ocean - Cover,NEW TIK&TOK - BUZZ BEST -,MUSIC LAB JPN,6/7/2023,TCJPV2340543,"1,103",48.2,"1,611,084,670",,,,,,,,
Miles On It,Miles on It,Marshmello,5/3/2024,QZZVQ2400059,992,48.2,"41,924,126","3,794","124,369,916",79,"4,219,901","103,922",,,
